doc_id,year,doc_name_short,doc_name
5319,2015,Symbolic Integration Not Symbolic Estran,Symbolic Integration Not Symbolic Estrangement For Double-Digit Numbers
5320,2015,Lets talk (ironically) about the weathe,Lets talk (ironically) about the weather: Modeling verbal irony
5321,2015,Priming bicultural bilingual Latino-Amer,Priming bicultural bilingual Latino-Americans as Latino or American modulates access to the Spanish and English meaning of interlingual homographs
5322,2015,Visuo-spatial Working Memory and the Com,Visuo-spatial Working Memory and the Comprehension of Iconic Gestures
5323,2015,Individual Differences in Chunking Abili,Individual Differences in Chunking Ability Predict On-line Sentence Processing
5324,2015,Memory constraints affect statistical le,Memory constraints affect statistical learning statistical learning affects memory constraints
5325,2015,Interactivity Expertise and Individual D,Interactivity Expertise and Individual Differences  in Mental Arithmetic
5326,2015,Resolving Rogers Paradox with Specializ,Resolving Rogers Paradox with Specialized Hybrid Learners
5327,2015,Piece of Mind Long-Term Memory Structure,Piece of Mind Long-Term Memory Structure in ACT-R and CHREST
5328,2015,When Do Nonspecific Goals Help Learning?,When Do Nonspecific Goals Help Learning? An Issue of Model Quality
5329,2015,The Attentional Learning Trap and How to,The Attentional Learning Trap and How to Avoid It
5330,2015,No One Left Behind How Social Distance A,No One Left Behind How Social Distance Affects Life-Saving Decision Making
5331,2015,Task-set inhibition conflict and the n-2,Task-set inhibition conflict and the n-2 repetition cost A computational model of task switching
5332,2015,Conflict Sensitivity and the Conjunction,Conflict Sensitivity and the Conjunction Fallacy: Eye-tracking Evidence for Logical Intuitions in Conjunction Probability Judgments
5333,2015,Understanding deverbal nominals World kn,Understanding deverbal nominals World knowledge or lexical semantics
5334,2015,An Account of Associative Learning in Me,An Account of Associative Learning in Memory Recall
5335,2015,Can Joint Action be Synergistic Studying,Can Joint Action be Synergistic Studying the Stabilization of Interpersonal Hand Coordination
5336,2015,Children search for information as effic,Children search for information as efficiently as adults but seek additional confirmatory evidence
5337,2015,More than Meets the Eye: Gesture Changes,"More than Meets the Eye: Gesture Changes Thought, even without Visual Feedback"
5338,2015,Neural Effects of Childhood Language Dep,Neural Effects of Childhood Language Deprivation on Picture Processing: Insights from Adolescent First-Language Learners
5339,2015,Reconstructing the Bayesian Adaptive Too,Reconstructing the Bayesian Adaptive Toolbox: Challenges of a dynamic environment and partial information acquisition
5340,2015,Action-Oriented Representations in the M,Action-Oriented Representations in the Motor Control
5341,2015,Consistency in Brain Activation Predicts,Consistency in Brain Activation Predicts Success in Transfer
5342,2015,Infant Locomotion the Language Environme,Infant Locomotion the Language Environment and Language Development  A Home Observation Study
5343,2015,Landmarks in motion: Unstable entities i,Landmarks in motion: Unstable entities in route directions
5344,2015,Agency concepts across cultures How intu,Agency concepts across cultures How intuitive is folkpsychology
5345,2015,Minimal Requirements for Productive Comp,Minimal Requirements for Productive Compositional Signaling
5346,2015,Memory foraging in a spatial domain,Memory foraging in a spatial domain
5347,2015,Mathematical Model of Developmental Chan,Mathematical Model of Developmental Changes in Number Cognition
5348,2015,Development of Numerosity Estimation  A ,Development of Numerosity Estimation  A Linear to Logarithmic Shift
5349,2015,Ignorance-Based Chance Discovery Beyond ,Ignorance-Based Chance Discovery Beyond Dark Events
5350,2015,Promoting Comprehension of Health Inform,Promoting Comprehension of Health Information among Older Adults
5351,2015,Modeling Relational Priming and Multipli,Modeling Relational Priming and Multiplicative Reasoning with Rational Numbers
5352,2015,Referential cues modulate attention and ,Referential cues modulate attention and memory during cross-situational word learning
5353,2015,Exploring the Concept of Utility Are Sep,Exploring the Concept of Utility Are Separate Value Functions required for Risky and Inter-temporal Choice
5354,2015,Investigating Ways of Interpretations of,"Investigating Ways of Interpretations of Artificial Subtle Expressions Among Different Languages: A Case of Comparison Among Japanese, German, Portuguese and Mandarin Chinese"
5355,2015,Why is Number Word Learning Hard Evidenc,Why is Number Word Learning Hard Evidence from Bilingual Learners
5356,2015,Cognition in reach: continuous statistic,Cognition in reach: continuous statistical inference in optimal motor planning
5357,2015,Gesture Production under Instructional C,Gesture Production under Instructional Context The Role of Mode of Instruction
5358,2015,Matching articial agents and users perso,Matching articial agents and users personalities designing agents with regulatory-focus and testing the regulatory t effect
5359,2015,Schematic Processing in Working Memory T,Schematic Processing in Working Memory Tasks  Relies on Learning and Long-Term Memory Resources
5360,2015,Helping students understand posterior pr,Helping students understand posterior probabilities research with a digital learning environment on the Monty Hall dilemma
5361,2015,A Dissociation between Categorization an,A Dissociation between Categorization and Similarity to Exemplars
5362,2015,Expertise modulates hemispheric asymmetr,Expertise modulates hemispheric asymmetry in holistic processing: Evidence from Chinese character processing
5363,2015,The Effect of Disrupted Attention on Enc,The Effect of Disrupted Attention on Encoding in Young Children
5364,2015,Memory Processes of Sequential Action Se,Memory Processes of Sequential Action Selection
5365,2015,Transitivity is Not Obvious Probing Prer,Transitivity is Not Obvious Probing Prerequisites for Learning
5366,2015,The early emergence and puzzling decline,The early emergence and puzzling decline of relational reasoning  Effects of prior knowledge and search on inferring same and different
5367,2015,Hierarchical Reasoning with Distributed ,Hierarchical Reasoning with Distributed Vector Representations
5368,2015,Universals on natural language determine,Universals on natural language determiners from a PAC-learnability perspective
5369,2015,Teaching Children to Attribute Second-or,Teaching Children to Attribute Second-order False Beliefs  A Training Study with Feedback
5370,2015,The Effect of Facial Emotion and Action ,The Effect of Facial Emotion and Action Depiction on Situated Language Processing
5371,2015,Social Situation Awareness Empathic Accu,Social Situation Awareness Empathic Accuracy in the Aircraft Cockpit
5372,2015,Creating New Sign Systems from Scratch G,Creating New Sign Systems from Scratch Gesture has the Upper Hand
5373,2015,When killing the heavy man seems right M,When killing the heavy man seems right Making people utilitarian by simply adding options to moral dilemmas
5374,2015,Self-Directed Information Gathering Impr,Self-Directed Information Gathering Improves Learning in Young Children
5375,2015,Childrens early perceptual and late-eme,Childrens early perceptual and late-emerging social sensitivity to accented speech
5376,2015,Modeling choice and search in decisions ,Modeling choice and search in decisions from experience A sequential sampling approach
5377,2015,An Integrated Account of Explanation and,An Integrated Account of Explanation and Question Answering
5378,2015,The Standard Theory of Conscious Percept,The Standard Theory of Conscious Perception
5379,2015,On the interplay between spontaneous spo,On the interplay between spontaneous spoken instructions and human visual behaviour in an indoor guidance task
5380,2015,Cognitive Factors and Representation Str,Cognitive Factors and Representation Strategies In Sketching Math Diagrams
5381,2015,Support for a Deliberative Failure Accou,Support for a Deliberative Failure Account of Base-Rate Neglect Prompting Deliberation Increases Base-Rate Use
5382,2015,Conflict Sensitivity and the Conjunction,Conflict Sensitivity and the Conjunction Fallacy Eye-tracking Evidence for Logical Intuitions in Conjunction Probability Judgments
5383,2015,Reconstructing the Bayesian Adaptive Too,Reconstructing the Bayesian Adaptive Toolbox Challenges of a dynamic environment and partial information acquisition
5384,2015,Why Build a Virtual Brain Large-scale Ne,Why Build a Virtual Brain Large-scale Neural Simulations as Test-bed for Artificial Computing Systems
5385,2015,Rethinking the Conceptual History of the,Rethinking the Conceptual History of the Term Cognitive
5386,2015,Lets talk (ironically) about the weather,Lets talk (ironically) about the weather Modeling verbal irony
5387,2015,Quantifying the time course of similarit,Quantifying the time course of similarity
5388,2015,Eye-tracking situated language comprehen,Eye-tracking situated language comprehension: Immediate actor gaze versus recent action events
5389,2015,The Smell of Jazz Crossmodal Corresponde,The Smell of Jazz Crossmodal Correspondences Between Music Odor and Emotion
5390,2015,Stepping Up to the Blackboard: Distribut,Stepping Up to the Blackboard: Distributed Cognition in Doctor-Patient Interactions
5391,2015,Do potential past and future events acti,Do potential past and future events activate the Lateral Mental Timeline?
5392,2015,Not by number alone: The effect of teach,"Not by number alone: The effect of teachers' knowledge and its value in evaluating """"sins of omission"""""
5393,2015,Using a Task-Filled Delay During Discrim,Using a Task-Filled Delay During Discrimination Trials to Examine Different Components of Learned Visual Categorical Perception
5394,2015,Interruption-recovery training transfers,Interruption-recovery training transfers to novel tasks
5395,2015,Response Dominance Predicts Garden-Path ,Response Dominance Predicts Garden-Path Comprehension An ERP Study
5396,2015,Personal Change and the Continuity of Id,Personal Change and the Continuity of Identity
5397,2015,The nave utility calculus Joint inferenc,The nave utility calculus Joint inferences about the costs and rewards of actions
5398,2015,Some Probability Judgments may Rely on C,Some Probability Judgments may Rely on Complexity Assessments
5399,2015,Can children balance the size of a major,Can children balance the size of a majority with the quality of their information?
5400,2015,Social Eye Cue How Knowledge Of Another ,Social Eye Cue How Knowledge Of Another Persons Attention Changes Your Own
5401,2015,Visual-motor coordination in natural rea,Visual-motor coordination in natural reaching of young children and adults
5402,2015,Adults Track Multiple Hypotheses Simulta,Adults Track Multiple Hypotheses Simultaneously during Word Learning
5403,2015,Examining the role of Inhibitory control,Examining the role of Inhibitory control in bilingual language switching
5404,2015,Neural Correlates of Purchasing Behavior,Neural Correlates of Purchasing Behavior in the Prefrontal Cortex: An Optical Brain Imaging Study
5405,2015,Capturing Social Motor Coordination A co,Capturing Social Motor Coordination A comparison of the Microsoft Kinect Video-Motion Analysis and the Polhemus Latus Motion Tracking System
5406,2015,Implicit Understanding of Arithmetic wit,Implicit Understanding of Arithmetic with Rational Numbers: The Impact of Expertise
5407,2015,A Domain-Independent Model of Open-World,A Domain-Independent Model of Open-World Reference Resolution
5408,2015,Formalizing Risky Choice with a Logistic,Formalizing Risky Choice with a Logistic Model of Fuzzy Trace Theory
5409,2015,Semantically underinformative utterances,Semantically underinformative utterances trigger pragmatic inferences
5410,2015,Production is biased to provide informat,Production is biased to provide informative cues early Evidence from miniature artificial languages
5411,2015,Shifting Covert Attention to Spatially I,Shifting Covert Attention to Spatially Indexed Locations Increases Retrieval Performance of Verbal Information
5412,2015,Transfer effects of prompted and self-re,Transfer effects of prompted and self-reported analogical comparison and self-explanation
5413,2015,Effectiveness of Learner-Regulated Study,Effectiveness of Learner-Regulated Study Sequence  An in-vivo study in Introductory Psychology course
5414,2015,"Listen, Look, Go! The Role of Prosody an","Listen, Look, Go! The Role of Prosody and Gaze in Turn-End Anticipation"
5415,2015,Human behavior in contextual multi-armed,Human behavior in contextual multi-armed bandit problems
5416,2015,Assessing Emotions by Cursor Motions An ,Assessing Emotions by Cursor Motions An Affective Computing Approach
5417,2015,Probing the mental number line A between,Probing the mental number line A between-task analysis of spatial-numerical associations
5418,2015,Constructing meaning  Material products ,Constructing meaning  Material products of a creative activity engage the social brain
5419,2015,Intellectualism and Psychology,Intellectualism and Psychology
5420,2015,Motion perception of biological swarms,Motion perception of biological swarms
5421,2015,Explaining Choice Behavior: The Intentio,Explaining Choice Behavior: The Intentional Selection Assumption
5422,2015,Individual Belief Revision Dynamics in a,Individual Belief Revision Dynamics in a Group Context
5423,2015,Chunking in Working Memory and its Relat,Chunking in Working Memory and its Relationship to Intelligence
5424,2015,When high pitches sound low: Childrens ,When high pitches sound low: Childrens acquisition of space-pitch metaphors
5425,2015,Beliefs about desires: Children's unders,Beliefs about desires: Children's understanding of how knowledge and preference influence choice.
5426,2015,ERP indices of situated reference in vis,ERP indices of situated reference in visual contexts
5427,2015,Deep Neural Networks Predict Category Ty,Deep Neural Networks Predict Category Typicality Ratings for Images
5428,2015,The Roles of Knowledge and Memory in Gen,The Roles of Knowledge and Memory in Generating Top-10 Lists
5429,2015,The fan effect in overlapping data sets ,The fan effect in overlapping data sets and logical inference
5430,2015,Children and adults differ in their stra,Children and adults differ in their strategies for social learning
5431,2015,Are Biases When Making Causal Interventi,Are Biases When Making Causal Interventions Related to Biases in Belief Updating?
5432,2015,Production is biased to provide informat,Production is biased to provide informative cues early: Evidence from miniature artificial languages
5433,2015,Navigation with Learned Spatial Affordan,Navigation with Learned Spatial Affordances
5434,2015,Analyzing chunk pauses to measure mathem,Analyzing chunk pauses to measure mathematical competence Copying equations using centre-click interaction
5435,2015,Systemic Metaphors Promote Systems Think,Systemic Metaphors Promote Systems Thinking
5436,2015,Statistical Word Learning is a Continuou,Statistical Word Learning is a Continuous Process Evidence from the Human Simulation Paradigm
5437,2015,Do potential past and future events acti,Do potential past and future events activate the Lateral Mental Timeline
5438,2015,Sound-Symbolism is Disrupted in Dyslexia,Sound-Symbolism is Disrupted in Dyslexia: Implications for the Role of Cross-Modal Abstraction Processes
5439,2015,Predicting a Childs Trajectory of Lexica,Predicting a Childs Trajectory of Lexical Acquisition
5440,2015,Organizing Metacognitive Tutoring Around,Organizing Metacognitive Tutoring Around Functional Roles of Teachers
5441,2015,Wayfinding and restructuring in a novel ,Wayfinding and restructuring in a novel city an insight problem solving task
5442,2015,Cumulative Contextual Facilitation in Wo,Cumulative Contextual Facilitation in Word Activation and Processing: Evidence from Distributional Modelling
5443,2015,Modeling Lexical Acquisition Through Net,Modeling Lexical Acquisition Through Networks
5444,2015,Investigating Strategy Discovery and Coo,Investigating Strategy Discovery and Coordination in a Novel Virtual Sheep Herding Game among Dyads
5445,2015,Manipulating the Contents of Consciousne,Manipulating the Contents of Consciousness A Mechanistic-Manipulationist Perspective on Content-NCC Research
5446,2015,Formation of an art concept A case study,Formation of an art concept A case study using quantitative analysis of a contemporary artists interview data
5447,2015,The learnability of Auditory Center-embe,The learnability of Auditory Center-embedded Recursion
5448,2015,Developmental Changes in the Relationshi,Developmental Changes in the Relationship Between Grammar and the Lexicon
5449,2015,Physiological entrainment and behavioral,Physiological entrainment and behavioral coordination in a collective creative construction task
5450,2015,A Computational Evaluation of Two Laws o,A Computational Evaluation of Two Laws of Semantic Change
5451,2015,Knowing what he could have shown: The ro,Knowing what he could have shown: The role of alternatives in children's evaluation of under-informative teachers
5452,2015,The number of times a motion repeats inf,The number of times a motion repeats influences sentence processing.
5453,2015,Diagrams benefit symbolic problem solvin,Diagrams benefit symbolic problem solving
5454,2015,Daxing with a Dax: Evidence of Productiv,Daxing with a Dax: Evidence of Productive Lexical Structures in Children
5455,2015,Childrens early perceptual and late-emer,Childrens early perceptual and late-emerging social sensitivity to accented speech
5456,2015,Incidental Memory for Naturalistic Scene,"Incidental Memory for Naturalistic Scenes: Exposure, Semantics, and Encoding"
5457,2015,Modelling Political Source Credibility o,Modelling Political Source Credibility of Election Candidates in the USA
5458,2015,When to use which heuristic: A rational ,When to use which heuristic: A rational solution to the strategy selection problem
5459,2015,Improving Lexical Memory Access and Deci,Improving Lexical Memory Access and Decision Making Processes Using Cognitive Word Games
5460,2015,Why do you ask? Good questions provoke i,Why do you ask? Good questions provoke informative answers.
5461,2015,Think again The amount of mental simulat,Think again The amount of mental simulation tracks uncertainty in the outcome
5462,2015,Illusory inferences disjunctions indefin,Illusory inferences disjunctions indefinites and the erotetic theory of reasoning
5463,2015,Exploring the processing costs of the ex,Exploring the processing costs of the exactly and at least readings of bare numerals with event-related brain potentials
5464,2015,Multiple Language Gender Identification ,Multiple Language Gender Identification for Blog Posts
5465,2015,Syntactic Alignment is an Index of Affec,Syntactic Alignment is an Index of Affective Alignment An Information-Theoretical Study of Natural Dialogue
5466,2015,Reducing overconfidence in forecasting w,Reducing overconfidence in forecasting with repeated judgement elicitation
5467,2015,Expertise modulates hemispheric asymmetr,Expertise modulates hemispheric asymmetry in holistic processing Evidence from Chinese character processing
5468,2015,Learning and decisions in contextual mul,Learning and decisions in contextual multi-armed bandit tasks
5469,2015,The perception of stroke-to-stroke turn ,The perception of stroke-to-stroke turn boundaries in signed conversation
5470,2015,Cognitive consequences of interactivity,Cognitive consequences of interactivity
5471,2015,The Effect of Probability Anchors in Mor,The Effect of Probability Anchors in Moral Decision Making
5472,2015,How Causal Mechanism and Autocorrelation,How Causal Mechanism and Autocorrelation Beliefs Inform Information Search
5473,2015,Embodied cognition and passive processin,Embodied cognition and passive processing What hand-tracking tells us about syntactic processing in L1 and L2 speakers of English
5474,2015,How Sharp is Occams Razor Language Stati,How Sharp is Occams Razor Language Statistics in Cognitive Processing
5475,2015,Addressee Backchannels Can Bias Third-Pa,Addressee Backchannels Can Bias Third-Party Memory and Judgment
5476,2015,Nave Beliefs About Intervening on Causes,Nave Beliefs About Intervening on Causes and Symptoms in the Health Domain
5477,2015,Speaker-specific generalization of pragm,Speaker-specific generalization of pragmatic inferences based on prenominal adjectives
5478,2015,The Effects of Racial Similarity and Dis,The Effects of Racial Similarity and Dissimilarity on the Joint Simon Task
5479,2015,Odor naming is difficult even for wine a,Odor naming is difficult even for wine and coffee experts
5480,2015,Constructional paradigms affect visual l,Constructional paradigms affect visual lexical decision latencies in English
5481,2015,Inferring the Tsimanes use of color cat,Inferring the Tsimanes use of color categories from recognition memory
5482,2015,Incidental Memory for Naturalistic Scene,Incidental Memory for Naturalistic Scenes Exposure Semantics and Encoding
5483,2015,Incorporating Background Knowledge into ,Incorporating Background Knowledge into Text Classification
5484,2015,Disambiguation Across the Senses The Rol,Disambiguation Across the Senses The Role of Discovery-Based Interference
5485,2015,Childhood SES affects anticipatory langu,Childhood SES affects anticipatory language comprehension in college-aged adults
5486,2015,The perception and memory of object prop,The perception and memory of object properties The role of attention intention and information detection
5487,2015,Tactile Experience Is Evoked by Visual I,Tactile Experience Is Evoked by Visual Image of MaterialsEvidence from Onomatopoeia
5488,2015,The special status of color in pragmatic,The special status of color in pragmatic reasoning: evidence from a language game
5489,2015,Exploring the Concept of Utility: Are Se,Exploring the Concept of Utility: Are Separate Value Functions required for Risky and Inter-temporal Choice?
5490,2015,How People Estimate Effect Sizes The Rol,How People Estimate Effect Sizes The Role of Means and Standard Deviations
5491,2015,A Rational Model for Individual Differen,A Rational Model for Individual Differences in Preference Choice
5492,2015,Savvy software agents can encourage the ,Savvy software agents can encourage the use of second-order theory of mind by negotiators
5493,2015,Eye to I Males Recognize Own Eye Movemen,Eye to I Males Recognize Own Eye Movements Females Inhibit Recognition
5494,2015,Language and Gesture Descriptions Affect,Language and Gesture Descriptions Affect Memory: A Nonverbal Overshadowing Effect
5495,2015,Distributional determinants of learning ,Distributional determinants of learning argument structure constructions in first and second language
5496,2015,Mediators vs Confounds Exploring Differe,Mediators vs Confounds Exploring Different Intuitions about Causal Mechanisms
5497,2015,Diagnosticity Some theoretical and empir,Diagnosticity Some theoretical and empirical progress
5498,2015,Inhibition Failure is Mediated by a Disp,Inhibition Failure is Mediated by a Disposition Toward Flexible Thinking
5499,2015,Go fishing Responsibility judgments when,Go fishing Responsibility judgments when cooperation breaks down
5500,2015,Towards an empirical test of realism in ,Towards an empirical test of realism in cognition
5501,2015,Defaulting effects contribute to the sim,Defaulting effects contribute to the simulation of cross-linguistic  differences in Optional Infinitive errors
5502,2015,Pronominal Reference and Pragmatic Enric,Pronominal Reference and Pragmatic Enrichment A Bayesian Account
5503,2015,Probing the mental number line: A betwee,Probing the mental number line: A between-task analysis of spatial-numerical associations
5504,2015,Behavioral Dynamics of a Collision Avoid,Behavioral Dynamics of a Collision Avoidance Task: How Asymmetry Stabilizes Performance
5505,2015,A Computational Approach to Modelling th,A Computational Approach to Modelling the Perception of Pitch and Tonality in Music
5506,2015,The Symbolic Working Memory  memory acco,The Symbolic Working Memory  memory accommodations for  schematic processing of symbolic information
5507,2015,Hypothesis-Space Constraints in Causal L,Hypothesis-Space Constraints in Causal Learning
5508,2015,Lets Get Physical Thinking with Things i,Lets Get Physical Thinking with Things in Architectural Design
5509,2015,The suggestible nature of apparent motio,The suggestible nature of apparent motion perception
5510,2015,Characterizing the Difference Between Le,Characterizing the Difference Between Learning about Adjacent  and Non-adjacent Dependencies
5511,2015,Modeling idiosyncratic preferences: How ,Modeling idiosyncratic preferences: How generative knowledge and expression frequency jointly determine language structure
5512,2015,The Fundamental Attribution Error is rat,The Fundamental Attribution Error is rational in an uncertain world
5513,2015,Tracking Relations: The Effects of Visua,Tracking Relations: The Effects of Visual Attention on Relational Recognition
5514,2015,The number of times a motion repeats inf,The number of times a motion repeats influences sentence processing
5515,2015,Effect is sure but explanation is unsure,Effect is sure but explanation is unsureCloser investigation of the foreign language effect with Japanese participants
5516,2015,Linguistic input overrides conceptual bi,Linguistic input overrides conceptual biases When goals dont matter
5517,2015,Does the Frequency of Pedagogical Agent ,Does the Frequency of Pedagogical Agent Intervention Relate to Learners Self-Reported Boredom while using Multiagent Intelligent Tutoring Systems
5518,2015,The Role of Working Memory in Melodic Pe,The Role of Working Memory in Melodic Perception
5519,2015,Hybrid-Logical Reasoning in the Smarties,Hybrid-Logical Reasoning in the Smarties and Sally-Anne Tasks What Goes Wrong When Incorrect Responses are Given
5520,2015,New space-time metaphors foster new ment,New space-time metaphors foster new mental representations of time
5521,2015,Music Reading Expertise Modulates Hemisp,Music Reading Expertise Modulates Hemispheric Lateralization in English Word processing but not in Chinese Character Processing
5522,2015,Contingent Labeling after Infants Pointi,Contingent Labeling after Infants Pointing Helps Infants Learn Words
5523,2015,Jack is a True Scientist: On the Conte,Jack is a True Scientist: On the Content of Dual Character Concepts
5524,2015,Why do readers answer questions wrongly ,Why do readers answer questions wrongly after reading garden-path sentences
5525,2015,The reliability of testimony and percept,The reliability of testimony and perception: connecting epistemology and linguistic evidentiality
5526,2015,Folk Judgments of Normality Part Statist,Folk Judgments of Normality Part Statistical Part Evaluative
5527,2015,Beyond Magnitude How Math Expertise Guid,Beyond Magnitude How Math Expertise Guides Number Representation
5528,2015,Restoring the Context of Interrupted Wor,Restoring the Context of Interrupted Work with Desktop Thumbnails
5529,2015,The naïve utility calculus: Joint infer,The naïve utility calculus: Joint inferences about the costs and rewards of actions
5530,2015,The Power of the Representativeness Heur,The Power of the Representativeness Heuristic
5531,2015,Making Sense of Time-Series Data How Lan,Making Sense of Time-Series Data How Language Can Help Identify Long-Term Trends
5532,2015,A latent-mixture quantum probability mod,A latent-mixture quantum probability model of causal reasoning within a Bayesian inference framework
5533,2015,Visual Working Memory as Decision Making,Visual Working Memory as Decision Making Compensation for Memory Uncertainty in Reach Planning
5534,2015,Active learning as a means to distinguis,Active learning as a means to distinguish among prominent decision strategies
5535,2015,Flexible Use of Phonological and Visual ,Flexible Use of Phonological and Visual Memory in Language-mediated Visual Search
5536,2015,How learners use feedback information Ef,How learners use feedback information Effects of social comparative information and achievement goals
5537,2015,Childrens Online Processing of Ad-Hoc Im,Childrens Online Processing of Ad-Hoc Implicatures
5538,2015,Implementation of selective attention in,Implementation of selective attention in sequential word production
5539,2015,Modeling choice and search in decisions ,Modeling choice and search in decisions from experience: A sequential sampling approach
5540,2015,Does Training of Cognitive and Metacogni,Does Training of Cognitive and Metacognitive Regulatory Processes Enhance Learning and Deployment of Processes with Hypermedia
5541,2015,The Exemplar Confusion Model  An Account,The Exemplar Confusion Model  An Account of Biased Probability Estimates in Decisions from Description
5542,2015,Semantic Alignment of Fractions and Deci,Semantic Alignment of Fractions and Decimals with Discrete Versus Continuous Entities A Cross-national Comparison
5543,2015,Do Markov Violations and Failures of Exp,Do Markov Violations and Failures of Explaining Away Persist with Experience
5544,2015,Towards semantically rich and recursive ,Towards semantically rich and recursive word learning models
5545,2015,Effects of Complementary Control on the ,Effects of Complementary Control on the Coordination Dynamics of Joint-Action
5546,2015,Probabilistic Versus Heuristic Accounts ,Probabilistic Versus Heuristic Accounts of Explanation in Children: Evidence from a Latent Scope Bias
5547,2015,Statistical and Chunking Processes in Ad,Statistical and Chunking Processes in Adults Visual Sequence Learning
5548,2015,During category learning top-down and bo,During category learning top-down and bottom up processes battle for control of the eyes
5549,2015,Listen Look Go The Role of Prosody and G,Listen Look Go The Role of Prosody and Gaze in Turn-End Anticipation
5550,2015,Explanations and Causal Judgments are Di,Explanations and Causal Judgments are Differentially Sensitive to Covariation and Mechanism Information
5551,2015,Pattern Probabilities for Non-Dichotomou,Pattern Probabilities for Non-Dichotomous Events  A New Rational Contribution to the Conjunction Fallacy Debate
5552,2015,A non-monotonic extension of universal m,A non-monotonic extension of universal moral grammar theory
5553,2015,Highlighting the Causal Meaning of Causa,Highlighting the Causal Meaning of Causal Test Questions in Contexts of Norm Violations
5554,2015,A dynamic neural field model of self-reg,A dynamic neural field model of self-regulated eye movements during category learning
5555,2015,Analyzing chunk pauses to measure mathem,Analyzing chunk pauses to measure mathematical competence: Copying equations using centre-click interaction.
5556,2015,Embodied cognition and passive processin,Embodied cognition and passive processing: What hand-tracking tells us about syntactic processing in L1 and L2 speakers of English
5557,2015,When to use which heuristic A rational s,When to use which heuristic A rational solution to the strategy selection problem
5558,2015,Generating Functions in Neural Learning ,Generating Functions in Neural Learning of Sequential Structures
5559,2015,You say potato I say tdu How speakers of,You say potato I say tdu How speakers of different languages share the same concept
5560,2015,Exploring Complexity in Decisions from E,"Exploring Complexity in Decisions from Experience: Same Minds, Same Strategy"
5561,2015,Reading and writing direction effects on,Reading and writing direction effects on the aesthetic perception of photographs
5562,2015,A Computational Model of Mind Wandering,A Computational Model of Mind Wandering
5563,2015,Stepping Up to the Blackboard Distribute,Stepping Up to the Blackboard Distributed Cognition in Doctor-Patient Interactions
5564,2015,The perceptual foundation of linguistic ,The perceptual foundation of linguistic context
5565,2015,Mere Newness Bias,Mere Newness Bias
5566,2015,Moral Dynamics In Everyday Life How Does,Moral Dynamics In Everyday Life How Does Morality Evolve In Time
5567,2015,Time after Time in Words Chronology thro,Time after Time in Words Chronology through Language Statistics
5568,2015,Adaptive Perceptual Learning in Electroc,Adaptive Perceptual Learning in Electrocardiography The Synergy of Passive and Active Classification
5569,2015,Task-General Object Similarity Processes,Task-General Object Similarity Processes
5570,2015,Responsibility judgments in voting scena,Responsibility judgments in voting scenarios
5571,2015,Creating New Sign Systems from Scratch: ,Creating New Sign Systems from Scratch: Gesture has the Upper Hand
5572,2015,A Bayesian Latent Mixture Approach to Mo,A Bayesian Latent Mixture Approach to Modeling Individual Differences in Categorization Using General Recognition Theory
5573,2015,Go fishing! Responsibility judgments whe,Go fishing! Responsibility judgments when cooperation breaks down
5574,2015,Physiological entrainment and behavioral,"Physiological entrainment and behavioral coordination in a collective, creative construction task"
5575,2015,Sound to Meaning Mappings in the Bouba-K,Sound to Meaning Mappings in the Bouba-Kiki Effect
5576,2015,Implicit Understanding of Arithmetic wit,Implicit Understanding of Arithmetic with Rational Numbers The Impact of Expertise
5577,2015,Upsetting the contingency table Causal i,Upsetting the contingency table Causal induction over sequences of point events
5578,2015,Both symbolic and embodied representatio,Both symbolic and embodied representations contribute to spatial language processing Evidence from younger and older adults
5579,2015,Constraint-Based Parsing with Distribute,Constraint-Based Parsing with Distributed Representations
5580,2015,Development of Numerosity Estimation:  A,Development of Numerosity Estimation:  A Linear to Logarithmic Shift?
5581,2015,Applying Pattern-based Classification to,Applying Pattern-based Classification to Sequences of Gestures
5582,2015,Comparison and Function in Childrens Obj,Comparison and Function in Childrens Object Categorization
5583,2015,Pathways of Conceptual Change: Investiga,Pathways of Conceptual Change: Investigating the Influence of Experimentation Skills on Conceptual Knowledge Development in Early Science Education
5584,2015,"Turn, Turn, Turn: Perceiving Global and ","Turn, Turn, Turn: Perceiving Global and Local, Clockwise and Counterclockwise Rotations"
5585,2015,Resolving Rogers Paradox with Specialize,Resolving Rogers Paradox with Specialized Hybrid Learners
5586,2015,Hidden Markov model analysis reveals bet,Hidden Markov model analysis reveals better eye movement strategies in face recognition
5587,2015,What causes category-shifting in human s,What causes category-shifting in human semi-supervised learning
5588,2015,The Effects of Criticism on Creative Ide,The Effects of Criticism on Creative Ideation
5589,2015,Time Course of Metaphor Comprehension in,Time Course of Metaphor Comprehension in the Visual World
5590,2015,Reading Words Hurts: The impact of pain ,Reading Words Hurts: The impact of pain sensitivity on peoples ratings of pain-related words
5591,2015,Making moves: How sex and race are detec,Making moves: How sex and race are detected from biological motion
5592,2015,Motion event expressions in language and,Motion event expressions in language and gesture Evidence from Persian
5593,2015,Crowdsourcing elicitation data for seman,Crowdsourcing elicitation data for semantic typologies
5594,2015,General Language Ability Predicts Talker,General Language Ability Predicts Talker Identification
5595,2015,The Smell of Jazz: Crossmodal Correspond,"The Smell of Jazz: Crossmodal Correspondences Between Music, Odor, and Emotion"
